Track ID,Name,Artist,Album Artist,Album,Genre,Comments,Kind,Size,Total Time,Track Number,Year,Bit Rate,Track Count,Composer,Publisher,Location,File Folder Count,Library Folder Count,Date Modified,Date Added
7098,Carrier detect,Christian Maeland,Christian Maeland,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,2336972,57000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CChristian_Maeland_-_Carrier_detect.mp3,-1,-1,2013-09-13T05:30:38Z,2023-10-23T02:09:58Z
7099,Charming but drunk,Chromag,Chromag,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3334400,82000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CChromag_-_Charming_but_drunk.mp3,-1,-1,2013-09-13T05:36:23Z,2023-10-23T02:09:58Z
7100,Shock therapy 23,Chromag,Chromag,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3326716,82000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CChromag_-_Shock_therapy_23.mp3,-1,-1,2013-09-13T05:29:39Z,2023-10-23T02:09:58Z
7101,Vetebr0d,Coma,Coma,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3283494,81000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CComa_-_Vetebr0d.mp3,-1,-1,2013-09-13T05:30:45Z,2023-10-23T02:09:58Z
7102,Nova superb,Crome,Crome,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5134382,127000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CCrome_-_Nova_superb.mp3,-1,-1,2013-09-13T05:38:53Z,2023-10-23T02:09:58Z
7103,Necrophobia,Curt Cool,Curt Cool,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,7006390,174000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CCurt_Cool_-_Necrophobia.mp3,-1,-1,2013-09-13T05:44:49Z,2023-10-23T02:09:58Z
7104,Email 2 elise (valentine skulls edit),Cyborg Jeff,Cyborg Jeff,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,10891566,271000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CCyborg_Jeff_-_Email_2_elise_%28valentine_skulls_edit%29.mp3,-1,-1,2013-09-13T05:41:50Z,2023-10-23T02:09:58Z
7105,Arpeggiotisiert,Dalezy,Dalezy,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3174072,78000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDalezy_-_Arpeggiotisiert.mp3,-1,-1,2013-09-13T05:29:52Z,2023-10-23T02:09:58Z
7106,Rymdskepp,Dalezy and Zalza,Dalezy and Zalza,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,7651520,190000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDalezy_and_Zalza_-_Rymdskepp.mp3,-1,-1,2013-09-13T05:44:33Z,2023-10-23T02:09:58Z
7107,Keijjjo 3,Dawn,Dawn,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5100776,126000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDawn_-_Keijjjo_3.mp3,-1,-1,2013-09-13T05:40:21Z,2023-10-23T02:09:58Z
7108,Hydrozen,Doh,Doh,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4467121,110000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDoh_-_Hydrozen.mp3,-1,-1,2013-09-13T05:33:51Z,2023-10-23T02:09:58Z
7109,Loony,Doh,Doh,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,6818206,169000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDoh_-_Loony.mp3,-1,-1,2013-09-13T05:44:12Z,2023-10-23T02:09:58Z
7110,Lamentations,"Drax, Mazedude and Beek","Drax, Mazedude and Beek",http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,11006740,274000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDrax%2C_Mazedude_and_Beek_-_Lamentations.mp3,-1,-1,2013-09-13T05:43:45Z,2023-10-23T02:09:58Z
7111,Repeating patterns,Drax,Drax,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5104634,126000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDrax_-_Repeating_patterns.mp3,-1,-1,2013-09-13T05:41:30Z,2023-10-23T02:09:58Z
7112,Romance,DrJacko and Okeanos,DrJacko and Okeanos,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,7801206,193000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDrJacko_and_Okeanos_-_Romance.mp3,-1,-1,2013-09-13T05:41:00Z,2023-10-23T02:09:59Z
7113,Kraecker mag theme 8,Dualtrax,Dualtrax,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4646726,115000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDualtrax_-_Kraecker_mag_theme_8.mp3,-1,-1,2013-09-13T05:37:40Z,2023-10-23T02:09:59Z
7114,The travel to orion!,Dualtrax,Dualtrax,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,2587526,63000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDualtrax_-_The_travel_to_orion.mp3,-1,-1,2013-09-13T05:30:10Z,2023-10-23T02:09:59Z
7115,Razor comeback intro,"Dubmood, Ogge, JosSs and Zabutom","Dubmood, Ogge, JosSs and Zabutom",http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,13773987,429000,,,256,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood%2C_Ogge%2C_JosSs_and_Zabutom_-_Razor_comeback_intro.mp3,-1,-1,2013-09-13T05:44:47Z,2023-10-23T02:09:59Z
7116,3D galax,Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,8905262,221000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_3D_galaxy.mp3,-1,-1,2013-09-13T05:44:03Z,2023-10-23T02:09:59Z
7117,Afterburner,Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,9384230,233000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_Afterburner.mp3,-1,-1,2013-09-13T05:42:34Z,2023-10-23T02:09:59Z
7118,Cydonian sky 2 (Sleepless / Everblue morning sky / Quantum cracktro),Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,13369380,333000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_Cydonian_sky_2_%28Sleepless_or_Everblue_morning_sky_or_Quantum_cracktro%29.mp3,-1,-1,2013-09-13T05:41:12Z,2023-10-23T02:09:59Z
7119,Paradox #3,Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4204144,104000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_Paradox_%233.mp3,-1,-1,2013-09-13T05:40:53Z,2023-10-23T02:09:59Z
7120,Rez razor 1911 cracktro #1,Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5539902,137000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_Rez_razor_1911_crackintro_%231.mp3,-1,-1,2013-09-13T05:37:29Z,2023-10-23T02:09:59Z
7121,Zabutom's Spacejourney,Dubmood,Dubmood,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,14619012,364000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_-_Zabutom%27s_spacejourney.mp3,-1,-1,2013-09-13T05:43:48Z,2023-10-23T02:09:59Z
7122,Razor Fairlight chip #001,Dubmood and Bliss,Dubmood and Bliss,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,4709078,116000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_and_Bliss_-_Razor_Fairlight_chip_%23001.mp3,-1,-1,2013-09-13T05:44:17Z,2023-10-23T02:09:59Z
7123,Love demo remix (Teenage riot 4),Dubmood and Zabutom,Dubmood and Zabutom,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,7481652,185000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_and_Zabutom_-_Love_demo_remix_%28teenage_riot_4%29.mp3,-1,-1,2013-09-13T05:36:01Z,2023-10-23T02:09:59Z
7124,Supersquatting (razor 1911 intro edit),Dubmood and Zabutom,Dubmood and Zabutom,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers,MPEG audio file,8887989,276000,,,256,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CDubmood_and_Zabutom_-_Supersquatting_%28razor_1911_intro_edit%29.mp3,-1,-1,2013-09-13T05:37:56Z,2023-10-23T02:09:59Z
7125,"64, the magic number (2nd version)",Edzes,Edzes,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5570268,138000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEdzes_-_64%2C_the_magic_number_%282nd_version%29.mp3,-1,-1,2013-09-13T05:38:07Z,2023-10-23T02:09:59Z
7126,Fish and chips,Edzes,Edzes,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5392577,133000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEdzes_-_Fish_and_chips.mp3,-1,-1,2013-09-13T05:43:07Z,2023-10-23T02:09:59Z
7127,Stop the watch!,Edzes,Edzes,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,2717110,66000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEdzes_-_Stop_the_watch%21.mp3,-1,-1,2013-09-13T05:30:15Z,2023-10-23T02:09:59Z
7128,Auricom's theme,Edzes and Arachno,Edzes and Arachno,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5406094,134000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEdzes_and_Arachno_-_Auricom%27s_theme.mp3,-1,-1,2013-09-13T05:39:51Z,2023-10-23T02:09:59Z
7129,Ulf's vibrator,Edzes and Loonie,Edzes and Loonie,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5417610,134000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEdzes_and_Loonie_-_Ulf%27s_vibrator.mp3,-1,-1,2013-09-13T05:36:49Z,2023-10-23T02:10:00Z
7130,Delicate 0ooz! (v2),Emax,Emax,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5986876,148000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEmax_-_Delicate_0ooz%21_%28v2%29.mp3,-1,-1,2013-09-13T05:40:14Z,2023-10-23T02:10:00Z
7131,The HER song 10,Estrayk,Estrayk,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,9461114,235000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEstrayk_-_The_HER_song_10.mp3,-1,-1,2013-09-13T05:42:10Z,2023-10-23T02:10:00Z
7132,The HER song 11,Estrayk,Estrayk,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4581434,113000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEstrayk_-_The_HER_song_11.mp3,-1,-1,2013-09-13T05:32:42Z,2023-10-23T02:10:00Z
7133,The HER song 9,Estrayk,Estrayk,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4145592,102000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CEstrayk_-_The_HER_song_9.mp3,-1,-1,2013-09-13T05:43:07Z,2023-10-23T02:10:00Z
7134,Dancing 0n the m%n,Fearofdark,Fearofdark,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,11955206,297000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CFearofdark_-_Dancing_0n_the_m%25n.mp3,-1,-1,2013-09-13T05:43:12Z,2023-10-23T02:10:00Z
7135,So close,Floppi,Floppi,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4892458,121000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CFloppi_-_So_close.mp3,-1,-1,2013-09-13T05:39:39Z,2023-10-23T02:10:00Z
7136,Snowballs with attitude,Floppi and Zalza,Floppi and Zalza,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3170268,78000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CFloppi_and_Zalza_-_Snowballs_with_attitude.mp3,-1,-1,2013-09-13T05:40:11Z,2023-10-23T02:10:00Z
7137,I'm in love with you,Funky Fish,Funky Fish,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,7819454,194000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CFunky_Fish_-_I%27m_in_love_with_you.mp3,-1,-1,2013-09-13T05:38:37Z,2023-10-23T02:10:00Z
7138,Garbage on TiTAN,Funky Fish and Cerror,Funky Fish and Cerror,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3931544,97000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CFunky_Fish_and_Cerror_-_Garbage_on_TiTAN.mp3,-1,-1,2013-09-13T05:42:21Z,2023-10-23T02:10:00Z
7139,Echoes,Geir Tjelta,Geir Tjelta,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,1057937,63000,,,128,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGeir_Tjelta_-_Echoes.mp3,-1,-1,2013-09-13T05:33:28Z,2023-10-23T02:10:00Z
7140,A piece for freedom,Ghidorah,Ghidorah,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3392964,83000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGhidorah_-_A_piece_for_freedom.mp3,-1,-1,2013-09-13T05:29:34Z,2023-10-23T02:10:00Z
7141,Flying unicorn,Ghidorah,Ghidorah,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5828474,144000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGhidorah_-_Flying_unicorn.mp3,-1,-1,2013-09-13T05:39:31Z,2023-10-23T02:10:00Z
7142,Toilet story 1,Ghidorah,Ghidorah,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,9579194,238000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGhidorah_-_Toilet_story_1.mp3,-1,-1,2013-09-13T05:41:10Z,2023-10-23T02:10:00Z
7143,Toilet story 2,Ghidorah,Ghidorah,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4033274,99000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGhidorah_-_Toilet_story_2.mp3,-1,-1,2013-09-13T05:42:42Z,2023-10-23T02:10:00Z
7144,Toilet story 5,Ghidorah,Ghidorah,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4740743,117000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CGhidorah_-_Toilet_story_5.mp3,-1,-1,2013-09-13T05:39:46Z,2023-10-23T02:10:00Z
7145,Crapique,Jakim,Jakim,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3923816,97000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_-_Crapique.mp3,-1,-1,2013-09-13T05:33:51Z,2023-10-23T02:10:01Z
7146,Every,Jakim,Jakim,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3977570,98000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_-_Every.mp3,-1,-1,2013-09-13T05:42:48Z,2023-10-23T02:10:01Z
7147,Retreat into music,Jakim,Jakim,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4494987,111000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_-_Retreat_into_music.mp3,-1,-1,2013-09-13T05:38:24Z,2023-10-23T02:10:01Z
7148,Spacetunnel,Jakim,Jakim,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4014011,99000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_-_Spacetunnel.mp3,-1,-1,2013-09-13T05:29:11Z,2023-10-23T02:10:01Z
7149,Whatever it means,Jakim,Jakim,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4542074,112000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_-_Whatever_it_means.mp3,-1,-1,2013-09-13T05:42:13Z,2023-10-23T02:10:01Z
7150,Despite the fact (Funk the bits),Jakim and Okeanos,Jakim and Okeanos,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,5819812,144000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJakim_and_Okeanos_-_Despite_the_fact_%28Funk_the_bits%29.mp3,-1,-1,2013-09-13T05:44:13Z,2023-10-23T02:10:01Z
7151,Polaroid android,JazzCat,JazzCat,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4168636,103000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJazzCat_-_Polaroid_android.mp3,-1,-1,2013-09-13T05:39:17Z,2023-10-23T02:10:01Z
7152,Evolver,Jeff,Jeff,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3634556,224000,,,128,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJeff_-_Evolver.mp3,-1,-1,2013-09-13T05:34:08Z,2023-10-23T02:10:01Z
7153,For the love of god,Jogeir Liljedahl,Jogeir Liljedahl,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,3144340,77000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJogeir_Liljedahl_-_For_the_love_of_god.mp3,-1,-1,2013-09-13T05:29:52Z,2023-10-23T02:10:01Z
7154,Nearly there,Jogeir Liljedahl,Jogeir Liljedahl,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,15592570,388000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJogeir_Liljedahl_-_Nearly_there.mp3,-1,-1,2013-09-13T05:44:07Z,2023-10-23T02:10:01Z
7155,Physical presence,Jogeir Liljedahl,Jogeir Liljedahl,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,13296260,331000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJogeir_Liljedahl_-_Physical_presence.mp3,-1,-1,2013-09-13T05:44:45Z,2023-10-23T02:10:01Z
7156,Fuck da rippr,JosSs,JosSs,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,5583590,138000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJosSs_-_Fuck_da_rippr.mp3,-1,-1,2013-09-13T05:43:59Z,2023-10-23T02:10:01Z
7157,Happy next,JosSs,JosSs,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5170860,128000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJosSs_-_Happy_next.mp3,-1,-1,2013-09-13T05:41:38Z,2023-10-23T02:10:01Z
7158,Interc00ler,JosSs and Zalza,JosSs and Zalza,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,8931202,222000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJosSs_and_Zalza_-_Interc00ler.mp3,-1,-1,2013-09-13T05:43:20Z,2023-10-23T02:10:01Z
7159,Blue space,Joule,Joule,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4667820,115000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJoule_-_Blue_space.mp3,-1,-1,2013-09-13T05:30:50Z,2023-10-23T02:10:01Z
7160,Going nuts,Joule and Coda,Joule and Coda,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,7185918,178000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJoule_and_Coda_-_Going_nuts.mp3,-1,-1,2013-09-13T05:41:15Z,2023-10-23T02:10:01Z
7161,Caroline in neon hot pants,Joule and Ko0x,Joule and Ko0x,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5225630,129000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJoule_and_Ko0x_-_Caroline_in_neon_hot_pants.mp3,-1,-1,2013-09-13T05:40:48Z,2023-10-23T02:10:01Z
7162,George carlin,Joule and Ko0x,Joule and Ko0x,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5435793,134000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJoule_and_Ko0x_-_George_carlin.mp3,-1,-1,2013-09-13T05:41:15Z,2023-10-23T02:10:02Z
7163,Coffee bean,Joule and Zalza,Joule and Zalza,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,5654722,140000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CJoule_and_Zalza_-_Coffee_bean.mp3,-1,-1,2013-09-13T05:44:34Z,2023-10-23T02:10:02Z
7164,Mary's monastery,Karlos,Karlos,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,4088954,101000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CKarlos_-_Mary%27s_monastery.mp3,-1,-1,2013-09-13T05:38:33Z,2023-10-23T02:10:02Z
7165,Renament w burdelu,Karlos,Karlos,http://www.youtube.com/user/ReclusiveLemming,Chiptune,,MPEG audio file,4726322,117000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CKarlos_-_Renament_w_burdelu.mp3,-1,-1,2013-09-13T05:36:36Z,2023-10-23T02:10:02Z
7166,Red green blue 4,Key G,Key G,http://www.youtube.com/user/ReclusiveLemming,Chiptune,1000 subscribers compilation,MPEG audio file,2586552,63000,,,320,,,,file://localhost/G:%5CShared%20Music%5CReclusiveLemming_-_Chiptune_compilation_-_1000_Subscribers%5CKey_G_-_Red_green_blue_4.mp3,-1,-1,2013-09-13T05:30:45Z,2023-10-23T02:10:02Z
